,online_order,book_table,rating,votes,rest_type,cuisines,cost,location
201,0,1,3.6,172,0,0,700.0,0
202,0,1,3.6,105,0,28,700.0,0
203,0,1,4.2,504,1,2,550.0,0
204,0,1,3.2,36,2,10,200.0,0
205,0,1,3.1,39,2,0,300.0,0
206,0,1,3.1,5,0,0,500.0,0
207,0,1,3.7,0,2,0,300.0,0
208,0,0,4.3,1129,0,5,1300.0,0
209,0,1,3.9,56,2,0,350.0,0
210,0,1,4.3,860,5,14,500.0,0
211,0,1,3.8,412,0,22,700.0,0
212,0,0,3.9,142,0,20,1000.0,0
213,0,1,3.0,23,2,22,400.0,0
214,0,1,3.6,143,0,3,750.0,0
215,0,0,2.8,80,0,3,500.0,0
216,0,1,3.6,16,0,3,400.0,0
217,0,1,4.4,181,10,18,250.0,0
218,0,1,3.8,70,2,0,200.0,0
219,0,1,3.8,164,2,4,600.0,0
220,0,1,3.6,58,2,2,650.0,0
221,1,1,3.8,148,0,0,550.0,0
222,1,1,3.9,206,2,3,450.0,0
223,1,1,3.7,0,6,6,300.0,0
224,1,1,3.7,0,5,11,200.0,0
225,1,1,3.6,16,2,3,300.0,0
226,1,1,3.7,217,0,0,450.0,0
227,1,1,3.6,46,2,22,450.0,0
228,1,1,3.8,148,2,10,150.0,0
229,1,1,3.4,30,5,14,250.0,0
230,1,1,3.6,8,0,0,800.0,0
231,1,1,3.3,4,2,3,250.0,0
232,1,1,3.5,15,6,6,400.0,0
233,1,1,3.7,0,2,3,100.0,0
234,1,1,3.7,0,2,0,300.0,0
235,1,1,3.7,0,2,0,200.0,0
236,0,1,3.4,9,2,8,200.0,0
237,1,1,3.7,0,2,0,350.0,0
238,0,1,3.7,31,2,3,300.0,0
239,0,1,2.9,177,0,0,700.0,0
240,0,1,3.7,22,11,19,250.0,0
241,0,1,3.5,10,10,29,100.0,0
242,0,1,3.7,136,2,24,600.0,0
243,0,1,2.9,35,2,0,250.0,0
244,0,1,4.1,185,2,29,200.0,0
245,0,1,3.2,17,1,2,900.0,0
246,0,1,3.8,155,0,3,400.0,0
247,0,1,3.8,42,2,3,300.0,0
248,0,1,3.8,286,0,0,600.0,0
249,0,1,3.8,160,0,0,700.0,0
250,0,1,3.8,59,0,0,750.0,0
251,0,1,3.5,90,0,17,500.0,0
252,0,1,3.7,51,2,3,350.0,0
253,0,1,4.0,89,2,3,200.0,0
254,0,1,3.6,18,2,10,250.0,0
255,0,1,3.9,40,0,0,600.0,0
256,0,1,2.5,35,2,10,200.0,0
257,0,1,3.4,89,2,0,250.0,0
258,0,1,3.2,11,2,18,150.0,0
259,0,1,3.6,62,2,5,600.0,0
260,0,1,3.9,33,5,14,300.0,0
261,0,1,3.8,32,11,14,250.0,0
262,0,1,4.1,139,0,0,550.0,0
263,0,1,3.2,154,2,10,300.0,0
264,0,1,3.6,14,6,6,350.0,0
265,0,1,3.7,237,2,3,200.0,0
266,0,1,3.9,388,0,7,650.0,0
267,0,1,3.9,128,0,3,500.0,0
268,0,0,4.1,1875,0,0,1200.0,0
269,0,1,3.8,90,1,2,650.0,0
270,0,1,3.1,7,2,5,250.0,0
271,0,1,3.7,38,0,3,400.0,0
272,0,1,4.2,179,3,4,600.0,0
273,0,1,4.0,43,5,14,250.0,0
274,0,1,4.3,275,2,3,100.0,0
275,0,1,3.7,323,0,1,850.0,0
276,0,1,3.1,28,0,3,400.0,0
277,0,1,3.9,18,2,3,200.0,0
278,0,1,3.3,6,2,8,100.0,0
279,0,1,3.7,0,5,18,100.0,0
280,0,1,4.3,322,0,3,400.0,0
281,0,1,2.6,157,1,2,450.0,0
282,0,1,3.9,543,2,3,300.0,0
283,0,1,3.7,180,1,2,500.0,0
284,0,1,4.2,444,2,3,100.0,0
285,0,1,3.9,134,2,8,400.0,0
286,0,1,3.8,577,0,0,900.0,0
287,0,1,4.2,60,2,3,200.0,0
288,0,1,3.9,144,0,0,550.0,0
289,0,1,4.1,787,0,1,800.0,0
290,0,1,3.6,16,2,3,200.0,0
291,0,1,3.6,84,2,3,250.0,0
292,0,1,3.6,95,2,3,150.0,0
293,0,0,4.0,349,0,17,1200.0,0
294,0,1,3.7,248,2,0,400.0,0
295,0,1,4.1,216,1,2,500.0,0
296,0,1,3.7,0,0,7,400.0,0
297,0,1,4.0,324,1,2,700.0,0
298,0,1,2.6,231,2,0,400.0,0
299,0,1,3.4,102,0,3,400.0,0
300,0,1,3.9,133,1,2,800.0,0
301,0,1,2.8,45,0,4,800.0,0
302,0,1,3.9,149,2,10,300.0,0
303,0,1,3.8,75,2,10,200.0,0
304,0,1,4.0,53,3,30,600.0,0
305,0,0,4.2,815,0,0,900.0,0
306,0,0,4.0,633,0,0,800.0,0
307,0,1,3.5,56,5,11,400.0,0
308,0,1,3.0,82,2,3,300.0,0
309,0,1,3.7,35,2,10,200.0,0
310,0,1,3.6,20,2,29,150.0,0
311,0,1,3.1,14,2,3,250.0,0
312,0,1,3.9,70,5,10,400.0,0
313,0,1,3.9,91,1,2,300.0,0
314,0,1,3.6,45,2,7,200.0,0
315,0,1,3.4,7,2,0,250.0,0
316,0,1,3.8,28,2,10,150.0,0
317,0,1,3.6,24,0,0,600.0,0
318,0,1,3.8,36,5,14,200.0,0
319,0,1,3.5,11,2,10,200.0,0
320,0,1,3.8,77,1,2,650.0,0
321,0,1,3.2,8,11,19,100.0,0
322,0,1,3.7,14,2,3,100.0,0
323,0,1,3.8,210,0,0,600.0,0
324,0,1,4.1,130,1,2,650.0,0
325,0,1,4.1,30,10,18,100.0,0
326,0,1,3.8,144,1,1,700.0,0
327,0,1,3.4,11,12,0,800.0,0
328,0,1,3.7,133,0,1,700.0,0
329,0,1,4.0,136,2,3,350.0,0
330,0,1,3.1,4,2,3,200.0,0
331,0,1,3.5,11,11,19,200.0,0
332,0,1,3.8,74,2,3,300.0,0
333,0,1,3.7,30,2,3,300.0,0
334,0,1,3.0,7,2,3,200.0,0
335,0,1,3.8,75,1,2,200.0,0
336,0,1,3.7,54,1,2,600.0,0
337,0,1,3.6,23,14,18,100.0,0
338,0,1,3.2,119,0,0,400.0,0
339,0,1,3.7,73,2,7,400.0,0
340,0,1,3.4,58,1,2,400.0,0
341,0,1,3.6,129,0,20,600.0,0
342,0,1,3.6,24,2,7,250.0,0
343,0,1,3.0,175,2,1,400.0,0
344,0,1,3.7,21,2,3,300.0,0
345,0,1,3.5,41,15,4,400.0,0
346,0,1,3.6,35,2,17,300.0,0
347,0,1,4.1,176,0,22,800.0,0
348,0,1,3.5,45,10,18,300.0,0
349,0,1,3.7,47,2,10,400.0,0
350,0,0,3.7,36,0,1,650.0,0
351,0,1,3.8,52,10,18,400.0,0
352,0,1,2.7,123,2,10,200.0,0
353,0,1,3.6,59,0,0,700.0,0
354,0,1,3.2,4,2,3,300.0,0
355,0,1,3.8,101,2,7,400.0,0
356,0,1,3.7,54,10,14,400.0,0
357,0,1,3.7,0,2,3,200.0,0
358,0,1,3.6,22,2,10,200.0,0
359,0,1,3.1,31,8,21,250.0,0
360,0,1,3.0,29,1,2,500.0,0
361,0,1,3.4,6,10,18,100.0,0
362,0,1,3.0,22,2,3,250.0,0
363,0,1,2.9,11,2,0,500.0,0
364,0,1,3.9,101,2,3,150.0,0
365,0,0,4.1,442,7,16,1200.0,0
366,0,1,3.5,155,2,7,400.0,0
367,0,1,3.4,12,10,18,150.0,0
368,0,1,3.6,15,2,3,100.0,0
369,0,1,3.5,10,2,3,200.0,0
370,0,1,3.8,25,2,3,300.0,0
371,0,1,3.8,61,2,0,300.0,0
372,0,1,3.7,23,2,1,300.0,0
373,0,1,3.8,25,2,31,350.0,0
374,0,1,3.7,40,2,3,200.0,0
375,0,1,3.3,4,2,21,100.0,0
376,0,1,3.4,8,2,10,150.0,0
377,0,1,3.5,32,2,0,300.0,0
378,0,1,3.3,10,2,3,200.0,0
379,0,1,3.4,6,2,10,300.0,0
380,0,1,3.8,53,2,11,250.0,0
381,0,1,3.7,67,0,0,700.0,0
382,0,1,2.9,23,11,19,250.0,0
383,0,1,3.4,19,2,3,200.0,0
384,0,1,3.6,24,2,14,300.0,0
385,0,1,4.0,232,2,3,400.0,0
386,0,1,3.9,221,0,1,700.0,0
387,0,0,4.1,1063,0,5,1200.0,0
388,0,1,3.7,93,2,8,200.0,0
389,0,1,3.9,233,0,5,800.0,0
390,0,1,3.9,211,0,10,500.0,0
391,0,1,4.0,1778,2,0,200.0,0
392,0,1,3.6,218,0,0,800.0,0
393,0,1,3.7,514,1,2,600.0,0
394,0,0,4.0,866,0,0,900.0,0
395,0,1,3.2,96,2,0,400.0,0
396,0,1,3.5,80,2,32,250.0,0
397,0,1,4.0,73,6,6,300.0,0
398,0,1,3.9,84,11,19,400.0,0
399,0,1,3.5,88,2,3,350.0,0
400,0,1,3.5,179,0,0,600.0,0
401,0,1,3.8,61,2,29,100.0,0
402,0,1,3.7,128,0,0,450.0,0
403,0,1,3.8,339,2,3,400.0,0
404,0,1,4.1,449,2,8,100.0,0
405,0,1,4.1,210,5,18,150.0,0
406,0,1,3.7,57,2,29,200.0,0
407,0,1,3.0,213,2,0,400.0,0
408,0,1,3.2,208,10,33,250.0,0
409,0,1,3.8,70,2,3,100.0,0
410,0,1,4.0,219,1,2,600.0,0
411,0,1,3.7,59,2,0,200.0,0
412,0,1,3.1,10,2,10,500.0,0
413,0,1,3.0,9,2,10,400.0,0
414,0,1,3.7,124,0,7,750.0,0
415,0,1,3.7,19,2,3,100.0,0
416,0,1,3.7,0,8,0,300.0,0
417,0,1,3.3,4,2,12,150.0,0
418,0,1,3.3,4,5,14,150.0,0
419,0,1,3.8,21,5,11,200.0,0
420,0,1,3.4,8,2,3,250.0,0
421,0,1,3.5,10,2,0,400.0,0
422,0,1,3.7,0,2,0,400.0,0
423,0,1,3.5,10,2,0,400.0,0
424,0,1,3.2,4,2,34,200.0,0
425,0,1,3.1,4,3,0,350.0,0
426,0,1,3.7,0,2,35,300.0,0
427,0,1,3.6,16,8,12,500.0,0
429,0,1,3.7,0,8,6,300.0,0
431,0,1,3.4,12,2,10,300.0,0
432,0,1,3.7,0,6,6,150.0,0
433,0,1,3.9,14,0,0,600.0,0
434,0,1,3.7,0,2,0,300.0,0
435,0,1,2.8,5,8,3,199.0,0
436,0,1,3.3,5,0,3,800.0,0
437,0,1,3.5,15,2,0,250.0,0
438,0,1,3.4,4,0,0,500.0,0
439,0,1,3.7,0,5,31,250.0,0
440,0,1,3.6,17,2,1,300.0,0
441,0,1,3.3,6,2,3,500.0,0
442,0,1,3.4,10,2,3,100.0,0
443,0,0,4.1,775,0,0,800.0,0
444,0,0,4.2,2022,0,0,1000.0,0
445,0,1,3.7,0,2,0,100.0,0
446,0,0,4.2,150,1,2,600.0,0
447,0,1,4.0,232,0,0,750.0,0
448,0,1,3.9,38,2,1,200.0,0
449,0,0,3.5,431,0,0,800.0,0
450,0,0,4.2,2115,0,4,800.0,0
451,0,1,3.4,30,2,10,200.0,0
452,0,1,4.2,150,0,0,800.0,0
453,0,1,3.3,12,2,1,200.0,0
454,0,1,3.8,155,0,3,450.0,0
455,0,1,3.7,33,2,10,200.0,0
456,0,0,4.1,666,0,22,1000.0,0
457,0,1,3.7,0,2,10,200.0,0
458,0,1,3.9,240,1,2,700.0,0
459,0,1,3.8,918,1,2,800.0,0
460,0,1,4.0,465,0,3,600.0,0
461,0,0,4.1,970,16,0,1500.0,0
462,0,1,3.3,128,2,0,300.0,0
463,0,1,3.6,241,2,0,300.0,0
464,0,1,3.4,22,2,3,200.0,0
465,0,1,4.3,734,2,3,200.0,0
466,0,1,3.8,130,2,0,400.0,0
467,0,1,4.2,261,1,2,700.0,0
468,0,1,4.0,191,2,3,300.0,0
469,0,1,4.1,364,0,3,550.0,0
470,0,1,3.8,133,2,20,300.0,0
471,0,1,3.9,888,0,0,750.0,0
472,0,1,3.1,13,1,2,400.0,0
473,0,1,3.9,750,0,0,500.0,0
474,0,0,4.2,164,1,2,500.0,0
475,0,1,3.2,6,3,33,200.0,0
476,0,1,3.8,527,0,0,500.0,0
477,1,1,4.3,345,5,11,400.0,0
478,1,1,4.4,356,11,19,150.0,0
479,0,1,3.7,17,5,14,400.0,0
480,0,1,3.9,38,5,11,150.0,0
481,1,1,3.7,78,6,6,150.0,0
482,1,1,3.8,60,5,6,400.0,0
483,0,1,4.0,115,11,19,400.0,0
484,1,1,3.8,39,6,6,300.0,0
485,0,1,3.9,116,5,11,400.0,0
486,0,1,3.8,918,1,2,800.0,0
487,1,1,3.7,46,11,19,400.0,0
488,0,1,3.9,41,5,14,300.0,0
489,0,1,3.8,144,1,1,700.0,0
490,1,1,3.8,28,10,29,150.0,0
491,0,1,4.3,860,5,14,500.0,0
492,1,1,3.5,14,11,19,200.0,0
493,1,1,4.0,66,6,6,300.0,0
494,0,1,3.2,8,11,19,100.0,0
495,0,1,3.7,54,10,14,400.0,0
496,1,1,3.5,7,5,14,500.0,0
497,1,1,3.2,9,5,11,300.0,0
498,1,1,3.6,42,10,18,300.0,0
499,1,1,3.8,64,2,10,250.0,0
500,0,1,3.6,14,6,6,350.0,0
501,1,1,3.8,45,8,6,400.0,0
502,1,1,3.2,11,1,2,600.0,0
503,1,1,3.5,13,6,6,300.0,0
504,1,1,3.4,7,5,11,150.0,0
505,1,1,3.4,8,6,6,400.0,0
506,1,1,3.7,0,5,19,150.0,0
507,1,1,3.7,0,6,6,300.0,0
508,1,1,2.9,25,5,11,200.0,0
509,1,1,3.2,17,5,14,150.0,0
510,1,1,3.7,0,3,6,500.0,0
511,1,1,3.7,0,11,19,300.0,0
512,1,1,3.7,0,13,14,200.0,0
513,0,1,3.9,35,3,6,500.0,0
514,0,1,3.9,70,5,10,400.0,0
515,1,1,4.0,98,11,19,400.0,0
516,1,1,3.7,25,5,11,250.0,0
517,0,1,4.0,219,1,2,600.0,0
518,0,1,4.0,73,6,6,300.0,0
519,1,1,3.6,16,6,6,150.0,0
520,1,1,3.6,8,6,6,250.0,0
521,0,1,3.8,15,6,6,400.0,0
522,1,1,3.6,46,11,19,200.0,0
523,1,1,3.7,0,6,6,300.0,0
524,0,1,3.3,13,5,14,300.0,0
525,0,1,3.3,9,5,14,250.0,0
526,0,1,4.0,43,5,14,250.0,0
527,0,1,2.7,97,0,3,400.0,0
528,1,1,3.7,0,5,11,200.0,0
529,0,1,3.7,22,11,19,250.0,0
530,1,1,3.5,15,6,6,400.0,0
531,1,1,3.7,0,8,14,350.0,0
532,0,1,3.6,27,5,10,250.0,0
533,0,1,3.9,888,0,0,750.0,0
534,0,0,4.0,349,0,17,1200.0,0
535,0,1,4.2,287,2,0,350.0,0
536,0,0,4.6,2556,0,4,600.0,0
537,0,0,4.2,354,0,13,800.0,0
538,0,0,4.1,775,0,0,800.0,0
539,0,0,4.2,2115,0,4,800.0,0
540,1,0,3.8,977,17,36,1300.0,0
541,1,1,4.1,868,7,16,1200.0,0
542,0,1,4.0,324,1,2,700.0,0
543,0,1,4.1,787,0,1,800.0,0
544,0,1,4.2,504,1,2,550.0,0
545,0,1,4.1,402,1,2,500.0,0
546,0,0,4.2,150,1,2,600.0,0
547,0,0,4.2,164,1,2,500.0,0
548,1,1,4.2,244,0,5,800.0,0
549,0,1,4.0,771,0,3,450.0,0
550,0,1,4.2,1647,0,1,600.0,0
551,1,0,4.0,808,0,0,850.0,0
552,1,1,4.0,424,1,2,450.0,0
553,0,1,3.9,135,0,0,800.0,0
554,1,1,3.9,28,4,3,300.0,0
555,0,1,3.8,918,1,2,800.0,0
556,0,1,3.8,90,1,2,650.0,0
557,0,1,3.9,519,0,1,900.0,0
558,0,1,3.6,105,0,28,700.0,0
559,1,1,3.7,43,12,0,700.0,0
560,1,1,3.7,46,11,19,400.0,0
561,0,1,3.9,133,1,2,800.0,0
562,0,1,3.8,144,1,1,700.0,0
563,1,1,3.9,93,1,2,300.0,0
564,0,1,3.8,42,2,3,300.0,0
565,0,1,2.5,247,0,0,500.0,0
566,0,1,3.1,13,1,2,400.0,0
567,1,1,3.7,39,0,0,450.0,0
568,0,1,3.0,62,1,2,400.0,0
569,0,1,3.8,160,0,0,700.0,0
570,1,1,3.5,14,11,19,200.0,0
571,1,1,3.8,42,0,0,700.0,0
572,0,1,3.1,119,0,7,700.0,0
573,0,1,3.6,129,0,20,600.0,0
574,1,1,3.3,62,12,3,800.0,0
575,1,1,3.7,0,4,3,200.0,0
576,0,1,3.6,24,0,0,600.0,0
577,1,1,3.7,0,0,0,500.0,0
578,1,1,2.6,283,0,0,600.0,0
579,1,1,3.6,42,10,18,300.0,0
580,1,1,3.4,10,2,20,300.0,0
581,1,1,3.7,39,0,0,950.0,0
582,0,1,3.8,59,0,0,750.0,0
583,0,1,3.5,179,0,0,600.0,0
584,1,1,3.8,62,2,3,150.0,0
585,1,1,3.4,6,0,16,500.0,0
586,1,1,3.1,30,12,1,1000.0,0
587,1,1,3.5,10,2,3,300.0,0
588,1,1,3.6,36,0,35,500.0,0
589,1,1,3.7,31,1,2,300.0,0
590,1,1,3.7,0,12,10,500.0,0
591,1,1,3.2,11,1,2,600.0,0
592,1,1,3.0,98,12,0,800.0,0
593,1,1,3.5,18,10,29,150.0,0
594,1,1,3.5,10,0,3,500.0,0
595,1,1,2.7,128,0,1,850.0,0
596,1,1,3.7,0,2,3,400.0,0
597,0,1,2.8,45,0,4,800.0,0
598,0,1,3.2,119,0,0,400.0,0
599,0,1,3.4,12,10,18,150.0,0
600,1,1,3.7,0,2,7,350.0,0
601,1,1,3.3,4,1,2,500.0,0
602,1,1,3.7,0,1,2,900.0,0
603,1,1,3.7,0,0,0,700.0,0
604,1,1,3.7,0,10,18,150.0,0
605,0,1,3.5,41,15,4,400.0,0
606,0,1,3.7,405,0,4,750.0,0
607,0,1,3.9,388,0,7,650.0,0
608,1,1,4.7,651,2,3,100.0,0
609,0,1,4.3,734,2,3,200.0,0
610,1,1,3.7,21,2,0,450.0,0
611,1,1,4.0,1047,2,5,450.0,0
612,0,1,3.8,505,2,9,450.0,0
613,1,1,3.6,55,2,10,200.0,0
614,0,1,3.9,264,2,3,200.0,0
615,0,1,3.8,133,2,20,300.0,0
616,0,1,3.9,286,2,9,500.0,0
617,1,1,4.4,343,2,3,100.0,0
618,0,1,3.6,66,2,3,150.0,0
619,0,1,3.4,10,2,3,100.0,0
620,0,1,3.8,61,2,0,300.0,0
621,1,1,3.8,70,2,10,500.0,0
622,0,1,3.6,28,2,7,300.0,0
623,0,1,3.8,70,2,3,100.0,0
624,0,1,3.8,28,2,10,150.0,0
625,0,1,3.5,15,2,0,250.0,0
626,0,1,3.8,131,2,7,250.0,0
627,1,1,3.8,19,2,3,150.0,0
628,0,1,3.7,237,2,3,200.0,0
629,0,1,3.3,6,2,3,500.0,0
630,0,1,4.1,201,2,3,300.0,0
631,0,1,2.8,506,2,0,500.0,0
632,1,1,4.1,520,2,7,300.0,0
633,0,1,3.8,104,2,7,300.0,0
